Unnamed: 0;hierarchy;code_full;code;label;description;point;Niveau 1;Niveau 2;Niveau 3;Niveau 4;Niveau 5;Niveau 6;Niveau 7;Tags;x;y
1733;Hygiène de la production primaire animale  / Production primaire animale / Exigences légales minimales;01.2_v4, 03;03;Les aliments pour animaux et les produits primaires d'origine animale sont entreposés séparément des substances dangereuses et des déchets;"
Remplie si: Une séparation dans l'espace n'est pas forcément nécessaire.

Les exploitations actives dans la production primaire sont responsables de la sécurité de leurs produits (denrées alimentaires et aliments pour animaux) et doivent tout mettre en œuvre pour garantir leur sécurité.
Elles doivent en particulier:
a) éviter une contamination des produits par le personnel, les animaux, les nuisibles, les déchets, les médicaments vétérinaires, le matériel d'emballage, l'air, l'eau, le sol etc.,
b) produire, entreposer, traiter et transporter les produits primaires de manière à ce que leur qualité hygiénique et leur propreté ne soient pas altérées.

- Les aliments pour animaux et les produits primaires d'origine animale sont entreposés séparément des substances dangereuses et des déchets, évent. sur différentes palettes.
- Pas de souillures par du mazout, du diesel ou des engrais etc. par dérive ou par écoulement.
- En cas de préjudices dus aux odeurs (garage), les produits primaires doivent être entreposés dans des sacs étanches (en papier ou en plastique) ou dans des récipients fermés.
- les déchets sont régulièrement évacués.
";https://agriculture.ld.admin.ch/inspection/57A74BCEC4161D05E0532D0E870A0EAF;Exigences légales minimales;Production primaire animale;Hygiène de la production primaire animale;;;;;Hygiène, Production primaire animale, Exigences légales minimales;-24.813393;0.009338783
1734;Hygiène de la production primaire animale  / Production primaire animale / Exigences légales minimales;01.2_v4, 04;04;Aliments pour animaux achetés: type, quantité et provenance sont documentés;"
Remplie si: La traçabilité des aliments pour animaux achetés est prouvée.
Il y a des bulletins de livraison (contrat en cas de collaboration entre plusieurs exploitations) pour tous les aliments pour animaux achetés à des tiers.

Seules des aliments et des additifs autorisés sont utilisés dans l'alimentation des animaux. Les interdictions et restrictions d'utilisation de certains aliments ou additifs sont respectées. Les exigences relatives à l'obligation d'annoncer sont remplies. 

Les exploitations doivent en tout temps être en mesure de renseigner, par des documents écrits, sur le type, la quantité et la provenance des aliments pour animaux achetés utilisés.
Les documents ainsi que les rapports concernant les examens et analyses faits sur les animaux et les produits primaires doivent être conservés pendant 3 ans.

Les additifs alimentaires pour animaux doivent être utilisés conformément aux prescriptions d'utilisation.

Les exploitations de la production primaire qui produisent des aliments pour animaux en utilisant des additifs, à l'exception des additifs d'ensilage, ou des prémélanges qui en contiennent, doivent annoncer cette activité à l'OFAG en vue de l'enregistrement ou de l'autorisation.
";https://agriculture.ld.admin.ch/inspection/57A74BCEC4171D05E0532D0E870A0EAF;Exigences légales minimales;Production primaire animale;Hygiène de la production primaire animale;;;;;Hygiène de la production primaire animale, Traçabilité, Aliments pour animaux, Additifs alimentaires, Exigences légales, Enregistrement;-26.64425;0.3791829
1735;Hygiène de la production primaire animale  / Production primaire animale / Exigences légales minimales;01.2_v4, 06;06;Hygiène du personnel dans l'exploitation: suffisante et appropriée;"
Remplie si: Les exigences relatives à l'hygiène du personnel (par ex. mains propres) sont respectées. L'exploitation n'emploie aucune personne atteinte d'une maladie aiguë transmissible par les denrées alimentaires ou qui excrète des agents infectieux transmissibles aux denrées alimentaires.
Il y a une possibilité de se laver les mains à proximité de la place de préparation, du lieu d'emballage, des locaux de stabulation ou dans la chambre à lait. Elle doit être munie de savon et d'essuiemains à usage unique. Les essuiemains en tissu ne sont pas autorisés.

Les exploitations actives dans la production primaire doivent veiller à ce que : 
a) le personnel ne souffre pas d'une maladie aiguë, transmise par des denrées alimentaires;
b) le personnel soit informé en matière de mesures sanitaires;
c) les produits primaires soient produits, entreposés, traités et transportés de manière à ce que leur qualité hygiénique et leur propreté ne soient pas altérées.

Les personnes qui produisent ou traitent des denrées alimentaires doivent respecter un niveau élevé de propreté personnelle.
Elles doivent porter des vêtements propres et adaptés.

Les personnes atteintes d'une maladie aiguë transmissible par les denrées alimentaires ou qui excrètent des agents infectieux transmissibles aux denrées alimentaires ne doivent pas entrer en contact direct avec des denrées alimentaires ou des aliments pour animaux. Elles doivent déclarer au producteur toute maladie éventuelle décelée par un médecin. Le producteur est tenu d'informer son personnel du caractère obligatoire de cette déclaration.
";https://agriculture.ld.admin.ch/inspection/57A74BCEC4181D05E0532D0E870A0EAF;Exigences légales minimales;Production primaire animale;Hygiène de la production primaire animale;;;;;Hygiène du personnel, Production primaire animale, Exigences légales, Propreté personnelle, Maladie transmissible;-24.001211;0.30690438
1736;Hygiène de la production primaire animale  / Production primaire animale / Exigences légales minimales;01.2_v4, 07;07;Produits animaux primaires: type, quantité et destinaires sont documentés;"
Remplie si: La documentation est disponible.

L'exploitation doit pouvoir prouver la remise de produits primaires (denrées alimentaires d'origine animale et aliments pour animaux) sur la base de documents écrits:
a) vente de lait à un acheteur de lait (par ex. fromagerie)
b) vente d'œufs à un commerçant intermédiaire
c) vente de miel à un commerçant intermédiaire
d) vente d'aliments pour animaux à un moulin d'aliments pour animaux
e) vente d'animaux (justificatif = documents d'accompagnement) 

La remise directe aux consommateurs ou aux commerces locaux pratiquant la vente au détail (par ex. œufs aux magasins de village des environs proches) ne doit pas être enregistrée.
Les documents mentionnés cidessus ainsi que les rapports concernant les examens et analyses faites sur les animaux et les produits primaires doivent être conservés pendant trois ans.
";https://agriculture.ld.admin.ch/inspection/57A74BCEC4191D05E0532D0E870A0EAF;Exigences légales minimales;Production primaire animale;Hygiène de la production primaire animale;;;;;Hygiène de la production primaire animale, Production primaire animale, Exigences légales minimales, Documentation, Vente, Animaux;-26.768888;0.58763325
1737;Hygiène de la production primaire animale  / Production primaire animale / Exigences légales minimales;01.2_v4, 08;08;Les œufs sont entreposés de manière appropriée.;"
Les œufs sont entreposés conformément aux exigences.
La traçabilité (y c. la date de ponte) doit être assurée. Il est recommandé d'indiquer la date de ponte sur l'œuf. 
Les œufs peuvent être remis aux consommateurs jusqu'à 28 jours au maximum après la ponte.

Les œufs réfrigérés doivent être vendus réfrigérés (la condensation qui se forme sur la coquille en cas de réchauffement peut la rendre poreuse).

Les œufs doivent, jusqu'à leur remise aux consommateurs, être maintenus propres, secs, à l'abri d'odeurs étrangères, efficacement protégés contre les chocs et soustraits à l'action directe du soleil.

Ils doivent être entreposés et transportés à une température propre à préserver de façon optimale leurs qualités hygiéniques. La température doit si possible être constante.

La date de durabilité minimale selon l'art. 13, al. 1, OIDAl doit être fixée à 28 jours au maximum après la ponte.
";https://agriculture.ld.admin.ch/inspection/57A74BCEC41A1D05E0532D0E870A0EAF;Exigences légales minimales;Production primaire animale;Hygiène de la production primaire animale;;;;;Hygiène, Traçabilité, Température, Date de durabilité minimale;-2.7279236;66.80611
1738;Hygiène de la production primaire animale  / Production primaire animale / Exigences légales minimales;01.2_v4, +;;Autres aspects concernant l'hygiène dans la production primaire animale;"
- les résultats des analyses/examens qui sont importants pour la santé humaine et animale sont disponibles
- Connaissance de l'obligation de rappel des produits
- Connaissance des mesures qui doivent être prises en cas de zoonoses
- Les informations relatives aux produits issus de la production primaire (p. ex. la date de ponte) sont gérées de telle sorte que les denrées alimentaires puissent être étiquetées de manière conforme à la loi.
";https://agriculture.ld.admin.ch/inspection/57A74BCEC4131D05E0532D0E870A0EAF;Exigences légales minimales;Production primaire animale;Hygiène de la production primaire animale;;;;;Hygiène, Production primaire animale, Exigences légales, Zoonoses, Analyses, Rappel de produits;-25.38009;0.5378254
1739;Hygiène du lait / Production primaire animale / Exigences légales minimales;01.3_v3opt, +;;Autres aspects concernant l'hygiène du lait;"
- Il est interdit d'affourager de l'ensilage à des animaux utilisés pour la production de fromage au lait cru. En cas de changement de fourrage, est-ce que les exigences prévues sont respectées ?
- La traite se fait-elle correctement (hygiène de traite / technique de traite, nettoyage de la mamelle et des trayons) ?
- Les animaux qui souffrent d'une maladie transmissible à l'homme ou qui sont suspectés de l'être, sont-ils isolés de manière efficace ?
- Contrôle que des aliments interdits ou ne pouvant être affouragés qu'en quantité limitée aux animaux détenus dans des étables à bétail laitier ne leur sont effectivement pas affouragés.
- Dans l'étable, il n'y a pas d'autres espèces d'animaux de rente que celles qui y sont autorisées.
- Les exigences concernant l'affouragement de sous-produits laitiers liquides sont respectées.
";https://agriculture.ld.admin.ch/inspection/57A74BCEAFDF1D05E0532D0E870A0EAF;Exigences légales minimales;Production primaire animale;Hygiène du lait;;;;;Hygiène du lait, Production primaire animale, Exigences légales minimales;-24.745768;3.815685
1740;Hygiène production végétale - Exigences générales / Production primaire végétale / Exigences légales minimales;01.1.A_2021, 2.03;2.03;Hygiène du personnel et mesures de précaution en cas de maladies;;https://agriculture.ld.admin.ch/inspection/1A486CD42B584D94BEB19E2C01252532;Exigences légales minimales;Production primaire végétale;Hygiène production végétale - Exigences générales;;;;;Hygiène, Production végétale, Personnel, Maladies;8.949649;-0.3220529
1741;Hygiène production végétale - Exigences générales / Production primaire végétale / Exigences légales minimales;01.1.A_2021, 2.04;2.04;Entreposage séparé des produits primaires et des déchets et substances dangereuses;;https://agriculture.ld.admin.ch/inspection/210CC57D7BDB4751942BCA85A73C25D2;Exigences légales minimales;Production primaire végétale;Hygiène production végétale - Exigences générales;;;;;Production primaire végétale, Entreposage, Hygiène.;9.488848;0.22546881
1742;Hygiène production végétale - Exigences générales / Production primaire végétale / Exigences légales minimales;01.1.A_2021, 2.02;2.02;Nettoyage des fruits et légumes frais à l'eau potable;;https://agriculture.ld.admin.ch/inspection/3EB68181AA3C478BB293F5537D883EB9;Exigences légales minimales;Production primaire végétale;Hygiène production végétale - Exigences générales;;;;;Hygiène, Production primaire végétale, Nettoyage;8.8258705;0.39217705
1743;Hygiène production végétale - Exigences générales / Production primaire végétale / Exigences légales minimales;01.1.A_2021, 1.04;1.04;Mesures contre les maladies végétales et les plantes ayant des conséquences négatives sur la santé;;https://agriculture.ld.admin.ch/inspection/62A774A8B42F458A92B9EE1C5C8AB29F;Exigences légales minimales;Production primaire végétale;Hygiène production végétale - Exigences générales;;;;;Hygiène, Maladies végétales, Mesures, Production primaire.;9.032371;-0.18268622
1744;Hygiène production végétale - Exigences générales / Production primaire végétale / Exigences légales minimales;01.1.A_2021, 1.03;1.03;Obligation de rappel et mesures à prendre en cas de risques;;https://agriculture.ld.admin.ch/inspection/959BBAD9B7CF4F4FA34E9055677A49D9;Exigences légales minimales;Production primaire végétale;Hygiène production végétale - Exigences générales;;;;;Hygiène, Production végétale, Exigences légales, Rappel, Risques;9.105824;-0.1853372
1745;Hygiène production végétale - Exigences générales / Production primaire végétale / Exigences légales minimales;01.1.A_2021, 2.01;2.01;Pas de risque de contamination lié à un manque de propreté ou à des substances indésirables lors de la culture, la récolte et le transport;;https://agriculture.ld.admin.ch/inspection/96280B8ABFFA40AC80FC99BAB5377325;Exigences légales minimales;Production primaire végétale;Hygiène production végétale - Exigences générales;;;;;Hygiène, Production végétale, Contamination, Culture, Récolte, Transport;9.147666;0.07509477
1746;Hygiène production végétale - Exigences générales / Production primaire végétale / Exigences légales minimales;01.1.A_2021, 1.01;1.01;Traçabilité des ventes;;https://agriculture.ld.admin.ch/inspection/C5BE89359143481D8A63935A0CF8BAAB;Exigences légales minimales;Production primaire végétale;Hygiène production végétale - Exigences générales;;;;;Production primaire végétale, Traçabilité;9.037778;0.37570465
1747;Hygiène production végétale - Exigences générales / Production primaire végétale / Exigences légales minimales;01.1.A_2021, 1.02;1.02;Résultats d'analyses;;https://agriculture.ld.admin.ch/inspection/DDD91A6EE4C145DABD9D23510D846EE0;Exigences légales minimales;Production primaire végétale;Hygiène production végétale - Exigences générales;;;;;Hygiène, Production végétale, Analyses;8.916521;0.26081082
1748;Hygiène production végétale - Produits phytosanitaires et biocides / Production primaire végétale / Exigences légales minimales;01.1.B_2021, 02;02;Enregistrements et utilisation correcte de produits phytosanitaires et biocides pendant l'entreposage des produits primaires;;https://agriculture.ld.admin.ch/inspection/0FC134B400574D4EA11B64B6DFAB9F37;Exigences légales minimales;Production primaire végétale;Hygiène production végétale - Produits phytosanitaires et biocides;;;;;Hygiène, Produits phytosanitaires, Enregistrements, Entreposage;10.385976;0.6339232
1749;Hygiène production végétale - Produits phytosanitaires et biocides / Production primaire végétale / Exigences légales minimales;01.1.B_2021, 01;01;Enregistrements et utilisation correcte de produits phytosanitaires avant la récolte;;https://agriculture.ld.admin.ch/inspection/AFD8AB7E0E0746D9A1ACAE3B1B06F6D2;Exigences légales minimales;Production primaire végétale;Hygiène production végétale - Produits phytosanitaires et biocides;;;;;Produits phytosanitaires, Enregistrements, Utilisation correcte;10.365405;0.6305853
1750;Hébergement / Abattoir - Infrastructure;01.51_v2, B, INF-B 01;INF-B 01;Approvisionnement en eau potable disponible;"
Exigences
‒ Les installations d'abreuvement sont accessibles à tous les animaux et adaptées / appropriées aux espèces animales ;
‒ La quantité et le débit d'eau sont suffisants et garantis ;
‒ PA : l'approvisionnement en cas d'hébergement dans les moyens de transport est garanti.
";https://agriculture.ld.admin.ch/inspection/57A74BCEB3051D05E0532D0E870A0EAF;Abattoir - Infrastructure;Hébergement;;;;;;Abreuvement, Eau, Infrastructure, Hébergement;-6.068002;6.7243567
1751;Hébergement / Abattoir - Infrastructure;01.51_v2, B, INF-B 06;INF-B 06;Grande entreprise : local de stabulation sanitaire fermant à clé ou zone séparable;"
Exigences
‒ Il existe un local de stabulation sanitaire que l'on peut fermer à clé ou un emplacement à part dans le local de stabulation, doté de bouches d'évacuation des eaux indépendantes ;
‒ 220 lux, lumière du jour ou lumière artificielle.
";https://agriculture.ld.admin.ch/inspection/57A74BCEB3061D05E0532D0E870A0EAF;Abattoir - Infrastructure;Hébergement;;;;;;Abattoir, Stabulation, Infrastructure, Éclairage;-7.0805864;4.8643436
1752;Hébergement / Abattoir - Infrastructure;01.51_v2, B, INF-B 02;INF-B 02;Les équipements permettant d'adapter le climat sont disponibles ;"
Exigences
‒ Même en cas d'hébergement en plein air, les animaux sont protégés contre les rigueurs du climat ;
‒ La protection contre un fort ensoleillement, les précipitations et les courants d'air est garantie ;
‒ Un apport d'air suffisant est garanti, un rafraîchissement est possible si nécessaire.
";https://agriculture.ld.admin.ch/inspection/57A74BCEC7391D05E0532D0E870A0EAF;Abattoir - Infrastructure;Hébergement;;;;;;Infrastructure, Climat, Animaux, Hébergement, Abattoir;-5.4858203;6.7367597
1753;Hébergement / Abattoir - Infrastructure;01.51_v2, B, INF-B 03;INF-B 03;Apport d'air garanti;"
Exigences
‒ Les locaux de stabulation et les aires d'attente pour les animaux qui restent dans les conteneurs de transport sont pourvus d'un système de ventilation efficace ;
‒ En cas d'aération active : l'apport d'air frais doit être régulé et garanti même en cas de panne du système ;
‒ Apport d'air suffisant dans les véhicules si les animaux doivent y attendre.
";https://agriculture.ld.admin.ch/inspection/57A74BCEC73A1D05E0532D0E870A0EAF;Abattoir - Infrastructure;Hébergement;;;;;;Infrastructure, Ventilation, Animaux, Transport;-5.6203876;6.6181045
1754;Hébergement / Abattoir - Infrastructure;01.51_v2, B, INF-B 04;INF-B 04;Plan d'occupation et surface suffisante;"
Exigences
‒ Pour le bétail de boucherie, selon le plan d'occupation :
 - < 4 heures : comme pour le transport (annexe 4 OPAn) ;
 - > 4 heures : comme pour la détention (annexe 1 OPAn).
‒ La densité d'occupation maximale est indiquée sur les boxes, en tenant compte de la durée d'hébergement et de la catégorie d'animaux.
‒ Remarque : les volailles domestiques sont livrées dans des conteneurs de transport et restent dans l'aire d'attente jusqu'à l'abattage.
";https://agriculture.ld.admin.ch/inspection/57A74BCEC73B1D05E0532D0E870A0EAF;Abattoir - Infrastructure;Hébergement;;;;;;Abattoir, Hébergement, Bétail, Transport, Densité, Volailles;-7.0343146;7.7895594
1755;Hébergement / Abattoir - Infrastructure;01.51_v2, B, INF-B 05;INF-B 05;Hébergement durant la nuit : approvisionnement et surveillance des animaux garantis;"
Exigences
‒ Les responsabilités et les tâches de surveillance des animaux sont réglées ;
‒ L'approvisionnement en nourriture est garanti ;
‒ Les animaux disposent de la place requise selon l'annexe 1 OPAn ;
‒ La nature du sol est appropriée ;
‒ Si nécessaire, l'évacuation de la litière est réglée et garantie ;
‒ Les équipements nécessaires à la traite des animaux en lactation sont disponibles.
";https://agriculture.ld.admin.ch/inspection/57A74BCEC73C1D05E0532D0E870A0EAF;Abattoir - Infrastructure;Hébergement;;;;;;Hébergement, Abattoir, Surveillance, Approvisionnement, Animaux, Infrastructure;-6.393059;6.9237857
1756;Hébergement / Abattoir - Infrastructure;01.51_v2, B, INF-B 07;INF-B 07;Sols et surfaces;"
Exigences
‒ Sols en matériau résistant, imperméable, facile à nettoyer et à désinfecter ;
‒ Murs lisses pourvus d'un revêtement résistant, imperméable, facile à nettoyer et à désinfecter ;
‒ Les locaux de stabulation sont équipés de rigoles d'évacuation pour les produits du métabolisme ;
‒ Ils sont également pourvus d'installations facilitant le contrôle ante mortem et l'identification des animaux ou des groupes d'animaux.
";https://agriculture.ld.admin.ch/inspection/57A74BCEC73D1D05E0532D0E870A0EAF;Abattoir - Infrastructure;Hébergement;;;;;;Infrastructure, Abattoir, Sols, Surfaces, Contrôle, Stabulation;-6.8985405;4.7489414
1757;I. Optimisation de l’utilisation des engrais minéraux N / IPS BD (Biodiversité) / IP-Suisse / Labels;;42;kg d’engrais minéral N/ha/an sur les surfaces herbagères;;https://agriculture.ld.admin.ch/inspection/BC8234292BCEB9651DC1D15B765239C3;Labels;IP-Suisse;IPS BD (Biodiversité);I. Optimisation de l’utilisation des engrais minéraux N;;;;engrais, minéraux, biodiversité, labels;59.02501;8.283276
1758;IP SUISSE LEGUMES / Label IPS / IP-Suisse / Labels;;361;IP SUISSE Légumes Oignons;;https://agriculture.ld.admin.ch/inspection/026DF0D7E4882FC768949915B884947A;Labels;IP-Suisse;Label IPS;IP SUISSE LEGUMES;;;;labelisation, légumes, oignons;80.53389;23.870457
1759;IP SUISSE LEGUMES / Label IPS / IP-Suisse / Labels;;380;Insecticides :les substances actives cyperméthrine, deltaméthrine, imidaclopride et thiaméthoxame ne sont pas utilisées.;;https://agriculture.ld.admin.ch/inspection/056C38227D188D1684D537CAC0AED8A5;Labels;IP-Suisse;Label IPS;IP SUISSE LEGUMES;;;;Labels, Insecticides, Substances actives;75.28933;26.186918
1760;IP SUISSE LEGUMES / Label IPS / IP-Suisse / Labels;;395;Entre deux cultures de rhubarbe sur un même site, il faut respecter une pause d’au moins 3 ans.;;https://agriculture.ld.admin.ch/inspection/07FCBC0485210506BF279A2CC082F3FC;Labels;IP-Suisse;Label IPS;IP SUISSE LEGUMES;;;;Labels;65.89145;20.334503
1761;IP SUISSE LEGUMES / Label IPS / IP-Suisse / Labels;;387;Une pause/interruption d’au moins trois ans est respectée entre toutes les cultures de crucifères (y compris le colza) comme culture principale sur la même parcelle.;;https://agriculture.ld.admin.ch/inspection/09B303D11C1D8814FBB53FC088BD4FEC;Labels;IP-Suisse;Label IPS;IP SUISSE LEGUMES;;;;rotation des cultures, agriculture durable, label de qualité;65.765526;19.238672
1762;IP SUISSE LEGUMES / Label IPS / IP-Suisse / Labels;;389;Entre les liliacées sur la même parcelle, une pause d’au moins 3 ans est respectée.;;https://agriculture.ld.admin.ch/inspection/0CCD792D1F6E41E9EC00B8A6F09F9A7A;Labels;IP-Suisse;Label IPS;IP SUISSE LEGUMES;;;;Labels;66.32804;20.17994
1763;IP SUISSE LEGUMES / Label IPS / IP-Suisse / Labels;;359;IP SUISSE Légumes Romanesco;;https://agriculture.ld.admin.ch/inspection/0DF3A75A58F7987DDCF8EFC21BB0684E;Labels;IP-Suisse;Label IPS;IP SUISSE LEGUMES;;;;labelisation, légumes, IP-Suisse;82.41805;24.033943
1764;IP SUISSE LEGUMES / Label IPS / IP-Suisse / Labels;;406;Plantes aromatiques en pot: Insecticides : seuls les produits homologués en agriculture biologique sont autorisés. (Pas d’insecticides chimiques de synthèse);;https://agriculture.ld.admin.ch/inspection/0EA6E2468991A41720F9BEBCDE12D18E;Labels;IP-Suisse;Label IPS;IP SUISSE LEGUMES;;;;agriculture biologique, insecticides, label, IP-Suisse;76.75157;24.785719
1765;IP SUISSE LEGUMES / Label IPS / IP-Suisse / Labels;;383;Production sous serre : Si les cultures sont chauffées, la part d’énergies renouvelables doit être d’au moins 50 %.;;https://agriculture.ld.admin.ch/inspection/10AD9A2035D5214CE1C5C0D2B24421E6;Labels;IP-Suisse;Label IPS;IP SUISSE LEGUMES;;;;Labels, Production sous serre, Energies renouvelables;80.473076;20.187927
1766;IP SUISSE LEGUMES / Label IPS / IP-Suisse / Labels;;374;IP SUISSE Légumes Pois;;https://agriculture.ld.admin.ch/inspection/16D99674C8DF969378DBE5668BF26897;Labels;IP-Suisse;Label IPS;IP SUISSE LEGUMES;;;;labelisation, certification;81.02809;23.683578
1767;IP SUISSE LEGUMES / Label IPS / IP-Suisse / Labels;;358;IP SUISSE Légumes Brocoli;;https://agriculture.ld.admin.ch/inspection/18EB36C4214C571C97644926A312FCCB;Labels;IP-Suisse;Label IPS;IP SUISSE LEGUMES;;;;IP-Suisse, Labels, Légumes, Brocoli;81.77409;24.418877
1768;IP SUISSE LEGUMES / Label IPS / IP-Suisse / Labels;;360;IP SUISSE Légumes Poireau;;https://agriculture.ld.admin.ch/inspection/1F560C468E7C5120D467D390F59EB95F;Labels;IP-Suisse;Label IPS;IP SUISSE LEGUMES;;;;IP-Suisse, Labels, Légumes, Poireau;81.25796;23.844252
1769;IP SUISSE LEGUMES / Label IPS / IP-Suisse / Labels;;403;Aucun insecticide ni fongicide n’est utilisé.;;https://agriculture.ld.admin.ch/inspection/241BB7B6ECCA227EF7BF6FA5FF3A367B;Labels;IP-Suisse;Label IPS;IP SUISSE LEGUMES;;;;Label, IP-Suisse, légumes, insecticide, fongicide;75.66036;25.295713
1770;IP SUISSE LEGUMES / Label IPS / IP-Suisse / Labels;;398;Tomates sous serre / tunnel: En principe, les auxiliaires sont utilisés, l’application d’insecticides est exceptionnelle et en concertation/recommandation avec la vulgarisation régionale.;;https://agriculture.ld.admin.ch/inspection/249462B5E5F26FD04BEA2B84BF7B06B4;Labels;IP-Suisse;Label IPS;IP SUISSE LEGUMES;;;;Labels, Serre, Auxiliaires, Insecticides, Vulgarisation;77.54209;25.219479
1771;IP SUISSE LEGUMES / Label IPS / IP-Suisse / Labels;;388;Fongicides : la dose maximale autorisée de cuivre, soit 150 g/ha de cuivre pur par pulvérisation, est respectée.;;https://agriculture.ld.admin.ch/inspection/2B860285733AD502E2BF562CA57C4944;Labels;IP-Suisse;Label IPS;IP SUISSE LEGUMES;;;;Labels, Fongicides, Cuivre, Pulvérisation;76.317276;28.037018
1772;IP SUISSE LEGUMES / Label IPS / IP-Suisse / Labels;;352;IP SUISSE Légumes fenouil;;https://agriculture.ld.admin.ch/inspection/2E664A66B4C8DC410BF1BA6FA7ACC6AA;Labels;IP-Suisse;Label IPS;IP SUISSE LEGUMES;;;;IP-Suisse, Labels, Légumes, Fenouil;80.830154;24.270115
1773;IP SUISSE LEGUMES / Label IPS / IP-Suisse / Labels;;384;Entre deux cultures de plantes ombellifères ou après la culture de colza, de tournesol, de soja et de pois protéagineux sur la même parcelle, respecter une pause culturale d’au moins 3 ans. Exception : après la culture de carottes de Paris, respecter une pause culturale d’au moins trois ans.;;https://agriculture.ld.admin.ch/inspection/31DCE0614452EC9E2D7B3DC5AC67C726;Labels;IP-Suisse;Label IPS;IP SUISSE LEGUMES;;;;Labels, Rotation des cultures, Agriculture durable, Cultures associées;65.69593;19.15104
1774;IP SUISSE LEGUMES / Label IPS / IP-Suisse / Labels;;379;Herbicides :les substances actives bentazone, dicamba, MCPA, MCPB, 2,4-D et S-métolachlore ne sont pas utilisées.;;https://agriculture.ld.admin.ch/inspection/3202831D00EBCCC297DBE4AE4FEC2290;Labels;IP-Suisse;Label IPS;IP SUISSE LEGUMES;;;;Labels, Herbicides, Substances actives, Agriculture;74.32015;26.382124
1775;IP SUISSE LEGUMES / Label IPS / IP-Suisse / Labels;;400;Aucun insecticide ni fongicide n’est utilisé.;;https://agriculture.ld.admin.ch/inspection/322AE74D4D6041F58A7EEDD5EEED8CCB;Labels;IP-Suisse;Label IPS;IP SUISSE LEGUMES;;;;labelisation, agriculture_bio;75.66036;25.295713
1776;IP SUISSE LEGUMES / Label IPS / IP-Suisse / Labels;;404;Une pause culturale d’au moins deux ans est respectée entre les cultures de légumineuses (y compris le soja, les fèves, le tournesol et le colza). Aucune culture de jeunes pousses d’épinards n’a été pratiquée en culture précédente.;;https://agriculture.ld.admin.ch/inspection/32E8D0024E57E08B817862C0B3222FCB;Labels;IP-Suisse;Label IPS;IP SUISSE LEGUMES;;;;Labels, Rotation des cultures, Légumineuses, Pause culturale;65.26816;19.270243
1777;IP SUISSE LEGUMES / Label IPS / IP-Suisse / Labels;;390;Entre les composées, qui constituent la culture principale, et le colza, le soja et le tournesol cultivés sur la même parcelle, un intervalle d’au moins 3 ans est respecté entre les cultures.;;https://agriculture.ld.admin.ch/inspection/36E7DDA085154C50FDAD113121A280C5;Labels;IP-Suisse;Label IPS;IP SUISSE LEGUMES;;;;Labels;65.80819;19.135
1778;IP SUISSE LEGUMES / Label IPS / IP-Suisse / Labels;;351;IP SUISSE Légumes Carottes;;https://agriculture.ld.admin.ch/inspection/3BBBDF140EE0C3D702E96CB8DE8DACB1;Labels;IP-Suisse;Label IPS;IP SUISSE LEGUMES;;;;labelisation, agriculture biologique;81.9152;23.35624
1779;IP SUISSE LEGUMES / Label IPS / IP-Suisse / Labels;;399;Aucun insecticide ni fongicide n’est utilisé.;;https://agriculture.ld.admin.ch/inspection/3F47AABFC8CC781EEFDCF8275F0BFC0B;Labels;IP-Suisse;Label IPS;IP SUISSE LEGUMES;;;;labelisation, agriculture_bio;75.66065;25.295696
1780;IP SUISSE LEGUMES / Label IPS / IP-Suisse / Labels;;368;IP SUISSE Légumes Rhubarbe;;https://agriculture.ld.admin.ch/inspection/461EFAD21B3626DBBB5B24A68A115137;Labels;IP-Suisse;Label IPS;IP SUISSE LEGUMES;;;;IP-Suisse, Labels, Légumes, Rhubarbe;82.572784;23.433382
1781;IP SUISSE LEGUMES / Label IPS / IP-Suisse / Labels;;377;Les analyses de sol pour les parcelles en plein champ ne datent pas de plus de 10 ans et celles pour les serres / tunnels hauts ne datent pas de plus de 2 ans.;;https://agriculture.ld.admin.ch/inspection/490A3A2BC2B6658E7DF6D2CE63E6246E;Labels;IP-Suisse;Label IPS;IP SUISSE LEGUMES;;;;sols, analyses, parcelles, serres, tunnels;66.40951;21.288857
1782;IP SUISSE LEGUMES / Label IPS / IP-Suisse / Labels;;394;Légumes de transformation Épinards: Fertilisation: Au moins une analyse Nmin doit être faite avant la première fumure azotée (sauf pour les épinards d’hiver);;https://agriculture.ld.admin.ch/inspection/4A26E853A538FD5CAA9B5CD66A2D7BB1;Labels;IP-Suisse;Label IPS;IP SUISSE LEGUMES;;;;Fertilisation;78.76507;27.62803
1783;IP SUISSE LEGUMES / Label IPS / IP-Suisse / Labels;;376;Pour les tomates cultivées sous serre, on utilise systématiquement des insectes utiles. Les insecticides ne sont utilisés que dans des cas exceptionnels et en accord/sur recommandation du service régional de conseil agricole.;;https://agriculture.ld.admin.ch/inspection/5326F057DB6FE7918188BDE99B3E3D76;Labels;IP-Suisse;Label IPS;IP SUISSE LEGUMES;;;;insectes utiles, serre, tomates, insecticides, conseil agricole;77.5565;25.276701
1784;IP SUISSE LEGUMES / Label IPS / IP-Suisse / Labels;;365;IP SUISSE Légumes Betterave rouge;;https://agriculture.ld.admin.ch/inspection/5F15BA7707571B922169680F5D27B6DE;Labels;IP-Suisse;Label IPS;IP SUISSE LEGUMES;;;;labelisation, agriculture biologique;82.40924;24.143908
